text,label
Urgent warning: RBI puts nano GPS chip in ₹2000 notes.,Fake
ISRO concludes new space mission.,True
Election Commission invests in green energy initiative.,True
My friends and I had dinner at a restaurant :),General
RBI reports new space mission.,True
Tata Motors passes new bill on new space mission.,True
So miss the gym today tbh,General
My friends and I watched sleeping all day,General
Breaking News: Government will charge money for every message.,Fake
Who else am thinking about dinner at a restaurant anyone?,General
PM Modi announces green energy initiative.,True
Hi guys what's up.,General
Reliance Industries reports quarterly monetary policy.,True
Who else am thinking about working on a project anyone?,General
Lok Sabha invests in infrastructure project.,True
Breaking News: Secret society will charge money for every message.,Fake
I miss working on a project lol,General
Leaked document: Government will charge money for every message.,Fake
Leaked document: Secret society declares Indian National Anthem best in the world.,Fake
Finance Ministry reports infrastructure project.,True
Just checking if this works.,General
Hidden truth! Secret society will charge money for every message.,Fake
Hello world this is a test post.,General
Who else bought the weekend...,General
Indian Army reports election dates for assembly.,True
My friends and I bought a great coffee!,General
I went to the weekend tbh,General
Anyone went to sleeping all day :),General
Who else went to this weather :),General
Leaked document: Government declares Indian National Anthem best in the world.,Fake
Leaked document: Local doctor finds cure for all viruses using lemon water.,Fake
Lok Sabha concludes foreign direct investment.,True
I miss the gym today...,General
BCCI sources claim: Local doctor will charge money for every message.,Fake
Leaked document: Secret society declares lockdown from tomorrow.,Fake
Urgent warning: UNESCO declares Indian National Anthem best in the world.,Fake
Who else love dinner at a restaurant tbh,General
DRDO concludes election dates for assembly.,True
Sensex invests in foreign direct investment.,True
BCCI sources claim: WhatsApp CEO declares lockdown from tomorrow.,Fake
BCCI sources claim: Local doctor declares Indian National Anthem best in the world.,Fake
So bought this weather lol,General
So miss working on a project!,General
So bought working on a project anyone?,General
Anyone had sleeping all day anyone?,General
So had sleeping all day,General
Breaking News: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
BCCI sources claim: Government puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! WHO declares lockdown from tomorrow.,Fake
Leaked document: Government declares lockdown from tomorrow.,Fake
ISRO successfully launches economic growth data.,True
Hidden truth! Government declares Indian National Anthem best in the world.,Fake
We had a new movie tbh,General
Sensex passes new bill on election dates for assembly.,True
DRDO successfully launches quarterly monetary policy.,True
Urgent warning: Local doctor finds cure for all viruses using lemon water.,Fake
DRDO successfully launches foreign direct investment.,True
Who else bought sleeping all day tbh,General
Who else love working on a project lol,General
Forward to 10 people! Secret society bans WhatsApp starting tonight.,Fake
ISRO invests in economic growth data.,True
Good morning everyone!,General
I went to the weekend tbh,General
Supreme Court declares infrastructure project.,True
Election Commission announces economic growth data.,True
Leaked document: UNESCO bans WhatsApp starting tonight.,Fake
So am thinking about the weekend tbh,General
Urgent warning: Local doctor declares Indian National Anthem best in the world.,Fake
Hi guys what's up.,General
Hello world this is a test post.,General
I am thinking about dinner at a restaurant :),General
Breaking News: RBI will charge money for every message.,Fake
So had sleeping all day,General
My friends and I miss working on a project,General
Hidden truth! Government puts nano GPS chip in ₹2000 notes.,Fake
Leaked document: WhatsApp CEO declares lockdown from tomorrow.,Fake
Breaking News: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Finance Ministry announces election dates for assembly.,True
Breaking News: WhatsApp CEO bans WhatsApp starting tonight.,Fake
Leaked document: Government finds cure for all viruses using lemon water.,Fake
We hate dinner at a restaurant...,General
Election Commission successfully launches foreign direct investment.,True
My friends and I miss dinner at a restaurant,General
Finance Ministry passes new bill on new space mission.,True
So went to sleeping all day tbh,General
My friends and I had sleeping all day anyone?,General
Anyone am thinking about working on a project lol,General
Breaking News: WHO bans WhatsApp starting tonight.,Fake
Tata Motors reports new space mission.,True
BCCI sources claim: Local doctor declares Indian National Anthem best in the world.,Fake
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
Testing the app.,General
Breaking News: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Indian Army invests in green energy initiative.,True
Just watched this weather!,General
RBI declares new space mission.,True
Sensex invests in economic growth data.,True
Hi guys what's up.,General
Forward to 10 people! WhatsApp CEO declares lockdown from tomorrow.,Fake
So watched sleeping all day!,General
Anyone love this weather,General
Leaked document: Secret society finds cure for all viruses using lemon water.,Fake
Hidden truth! WhatsApp CEO will charge money for every message.,Fake
My friends and I had dinner at a restaurant anyone?,General
Nifty 50 announces economic growth data.,True
We went to a great coffee :),General
So watched dinner at a restaurant lol,General
My friends and I bought sleeping all day :),General
Hidden truth! UNESCO declares Indian National Anthem best in the world.,Fake
Forward to 10 people! RBI bans WhatsApp starting tonight.,Fake
Indian Army passes new bill on new space mission.,True
Urgent warning: RBI finds cure for all viruses using lemon water.,Fake
We watched the gym today!,General
Who else had the gym today!,General
I went to working on a project tbh,General
Forward to 10 people! WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Who else watched a new movie,General
Breaking News: WHO bans WhatsApp starting tonight.,Fake
Breaking News: WHO declares lockdown from tomorrow.,Fake
Just checking if this works.,General
Election Commission successfully launches new space mission.,True
Finance Ministry announces green energy initiative.,True
Anyone watched working on a project lol,General
RBI successfully launches green energy initiative.,True
So went to a new movie :),General
PM Modi reports new space mission.,True
Urgent warning: Government declares Indian National Anthem best in the world.,Fake
ISRO reports green energy initiative.,True
DRDO concludes foreign direct investment.,True
Hi guys what's up.,General
Indian Army invests in foreign direct investment.,True
I hate sleeping all day lol,General
Nifty 50 successfully launches election dates for assembly.,True
Just am thinking about this weather anyone?,General
Hidden truth! Government will charge money for every message.,Fake
Sensex declares infrastructure project.,True
We am thinking about working on a project...,General
So hate a great coffee lol,General
Election Commission passes new bill on election dates for assembly.,True
I love the gym today lol,General
Just love the weekend,General
I am thinking about the weekend anyone?,General
We hate the weekend,General
Testing the app.,General
Supreme Court passes new bill on foreign direct investment.,True
Just went to a great coffee...,General
RBI declares foreign direct investment.,True
Hi guys what's up.,General
We hate working on a project anyone?,General
So am thinking about a great coffee :),General
So watched a new movie anyone?,General
Hidden truth! WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Breaking News: WHO bans WhatsApp starting tonight.,Fake
Breaking News: RBI bans WhatsApp starting tonight.,Fake
Sensex successfully launches new space mission.,True
Just love sleeping all day,General
Tata Motors concludes green energy initiative.,True
Indian Army invests in new space mission.,True
We watched dinner at a restaurant lol,General
Anyone love working on a project anyone?,General
